// SpatialAnalyzer SA 2023.1.0525.4 ( x64 )  
// Punkte relativ zum Koordiantensystem 'Standpunkt 1::WORLD'
// AXES = CARTESIAN: X,  Y,  Z (mm)
// Collection,  Group,  Point,  X,  Y,  Z,  [Planar Offset],  [Radial Offset],  [Timestamp],  [Notes],  [Most Recent Active Measurement Details]

Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  30-11,  760.805000,  -1453.010000,  6727.130000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  36-20,  763.389000,  -1453.130000,  -3572.237000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  38-15,  5535.271000,  -1456.069000,  -1533.669000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  K-30-11,  761.545000,  837.205000,  6727.249000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  K-38-15,  5536.326000,  827.966000,  -1533.679000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_1,  -1106.806000,  1055.614000,  -1894.646000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_2,  2374.243000,  485.307000,  -1910.562000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_3,  5231.808000,  -107.153000,  4638.978000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_4,  3277.010000,  519.352000,  4013.209000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_5,  3160.939000,  -1415.647000,  4037.434000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_6,  1528.108000,  390.552000,  3661.115000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_7,  -1372.685000,  428.627000,  3426.302000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_8,  -5931.294000,  425.210000,  3146.076000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  PIM1_9,  -2252.228000,  585.585000,  -1317.710000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  PiM1_Muse_Netz_20180627.txt,  Drehzentrum,  0.000000,  0.000000,  0.000000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_1,  209.845000,  418.541000,  654.855000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_2,  208.718000,  475.801000,  656.072000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_3,  246.445000,  480.130000,  585.392000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_4,  625.202000,  478.645000,  -71.930000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_9,  611.255000,  -483.518000,  -47.314000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_10,  247.362000,  -482.909000,  583.581000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_11,  209.446000,  -463.176000,  654.625000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_12,  209.275000,  -374.762000,  655.374000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_13,  209.671000,  33.129000,  654.682000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_15,  174.683000,  -509.974000,  765.970000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_15_M5,  174.690000,  -509.979000,  765.978000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  M4,  180.290000,  -595.794000,  776.706000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  M3,  485.575000,  -674.091000,  213.820000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  M2,  748.076000,  -664.800000,  -232.692000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_17_M1,  719.957000,  -498.518000,  -243.547000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_18,  719.460000,  496.984000,  -242.312000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_5,  671.433000,  480.953000,  -147.182000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_6,  670.484000,  407.606000,  -144.926000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_7,  670.532000,  -384.965000,  -145.172000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_8,  670.284000,  -466.590000,  -145.098000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel6.txt,  PA6_14,  672.134000,  54.233000,  -148.555000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_1,  -254.241000,  478.642000,  572.055000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_2,  -208.953000,  476.696000,  654.483000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_3,  -208.788000,  410.019000,  655.752000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_4,  -209.599000,  -384.266000,  653.564000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_5,  -208.862000,  -458.826000,  653.447000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_6,  -251.730000,  -484.304000,  573.953000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_7,  -629.209000,  -485.121000,  -78.511000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_12,  -625.001000,  479.069000,  -69.370000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_08,  -672.116000,  -478.755000,  -146.700000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_09,  -672.224000,  -397.930000,  -146.088000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_10,  -671.546000,  414.623000,  -145.158000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Ref_Panel7.txt,  PA7_11,  -671.486000,  480.902000,  -145.422000,  0.000000,  0.000000,  00:00:00,  ,  
Standpunkt 1,  Positioniere Instr.1,  PIM1_3,  5231.803516,  -107.195059,  4639.180882,  19.050000,  19.050000,  06/14/23 09:41:12,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.011109 mm,  Weather:T=23.3C,P=973.4hPA(mbar),H=34.9%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000149 mm, h = 0.000076, v = 0.000072 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  M4,  180.377259,  -595.630660,  776.535848,  6.350000,  6.350000,  06/14/23 09:47:46,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.003558 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001966 mm, h = 0.000034, v = 0.000044 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  M3,  485.537299,  -674.001472,  213.709879,  6.350000,  6.350000,  06/14/23 09:47:53,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005334 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000103 mm, h = 0.000106, v = 0.000062 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  M2,  747.902966,  -664.650916,  -232.900896,  6.350000,  6.350000,  06/14/23 09:48:00,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.001895 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000175 mm, h = 0.000041, v = 0.000031 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6_17_M1,  719.730283,  -498.202731,  -243.788233,  6.350000,  6.350000,  06/14/23 09:48:23,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.001619 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000103 mm, h = 0.000021, v = 0.000038 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6_18,  719.086163,  497.157615,  -242.327557,  6.350000,  6.350000,  06/14/23 09:48:31,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005930 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000452 mm, h = 0.000124, v = 0.000104 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6_4,  624.846808,  478.751289,  -71.963264,  6.350000,  6.350000,  06/14/23 09:48:43,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005520 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000363 mm, h = 0.000098, v = 0.000101 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6-16,  172.282309,  507.176159,  769.061341,  6.350000,  6.350000,  06/14/23 09:50:46,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.008866 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000724 mm, h = 0.000108, v = 0.000128 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  M10,  431.379973,  861.818006,  180.393743,  6.350000,  6.350000,  06/14/23 09:51:19,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005390 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.002364 mm, h = 0.000093, v = 0.000058 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  M11,  431.369558,  901.856752,  180.410430,  6.350000,  6.350000,  06/14/23 09:51:24,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.009212 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.003233 mm, h = 0.000073, v = 0.000174 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  M12,  491.623423,  655.024350,  -380.948941,  6.350000,  6.350000,  06/14/23 09:52:08,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.003785 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000432 mm, h = 0.000075, v = 0.000057 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6_8,  670.114300,  -466.315591,  -145.310183,  6.350000,  6.350000,  06/14/23 09:53:46,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.003847 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6_7,  670.391666,  -384.669783,  -145.509733,  6.350000,  6.350000,  06/14/23 09:53:57,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.007169 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6_14,  671.944291,  54.513797,  -148.750589,  6.350000,  6.350000,  06/14/23 09:54:04,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.015898 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6_6,  670.196385,  407.808619,  -145.019295,  6.350000,  6.350000,  06/14/23 09:54:12,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.014502 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Standpunkt 1,  Panel6,  PA6_5,  671.117080,  481.146159,  -147.225268,  6.350000,  6.350000,  06/14/23 09:54:25,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.015135 mm,  Weather:T=23.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Standpunkt 1,  Positioniere Instr.2,  PIM1_6,  1528.126829,  390.612455,  3661.186822,  19.050000,  19.050000,  06/14/23 10:09:51,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.010306 mm,  Weather:T=24.4C,P=973.4hPA(mbar),H=34.9%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000118 mm, h = 0.000125, v = 0.000171 deg. Level Compensation OFF
Standpunkt 1,  Positioniere Instr.2,  PIM1_4,  3276.755179,  519.299868,  4013.382932,  19.050000,  19.050000,  06/14/23 10:10:04,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.019396 mm,  Weather:T=24.4C,P=973.4hPA(mbar),H=34.9%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000318 mm, h = 0.000214, v = 0.000122 deg. Level Compensation OFF
Standpunkt 1,  Positioniere Instr.2,  PIM1_7,  -1372.743340,  428.675989,  3426.292454,  19.050000,  19.050000,  06/14/23 10:10:27,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.007734 mm,  Weather:T=24.6C,P=973.4hPA(mbar),H=34.9%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000000 mm, h = 0.000304, v = 0.000211 deg. Level Compensation OFF
Standpunkt 1,  Positioniere Instr.2,  PIM1_8,  -5931.220661,  425.178731,  3145.920447,  19.050000,  19.050000,  06/14/23 10:10:43,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.038928 mm,  Weather:T=24.4C,P=973.4hPA(mbar),H=34.9%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000280 mm, h = 0.000337, v = 0.000281 deg. Level Compensation OFF
Standpunkt 1,  Positioniere Instr.2,  PIM1_11,  -1819.287008,  316.464957,  -1548.659655,  19.050000,  19.050000,  06/14/23 10:11:36,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.027457 mm,  Weather:T=24.4C,P=973.4hPA(mbar),H=34.9%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000238 mm, h = 0.000283, v = 0.000273 deg. Level Compensation OFF
Standpunkt 1,  Positioniere Instr.2,  H21,  -202.933081,  -1394.703487,  519.521942,  19.050000,  19.050000,  06/14/23 10:19:06,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.017972 mm,  Weather:T=24.0C,P=973.4hPA(mbar),H=34.9%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000195 mm, h = 0.000386, v = 0.000286 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_7,  -629.232589,  -484.630549,  -78.793824,  6.350000,  6.350000,  06/14/23 10:13:37,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.013185 mm,  Weather:T=24.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000155 mm, h = 0.000204, v = 0.000228 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_08,  -672.153660,  -478.302668,  -146.970484,  6.350000,  6.350000,  06/14/23 10:13:44,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.015052 mm,  Weather:T=24.4C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000130 mm, h = 0.000248, v = 0.000234 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_09,  -672.232794,  -397.457974,  -146.405706,  6.350000,  6.350000,  06/14/23 10:13:51,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.011851 mm,  Weather:T=24.2C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001190 mm, h = 0.000227, v = 0.000144 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_10,  -671.731667,  415.097766,  -145.533823,  6.350000,  6.350000,  06/14/23 10:14:01,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.007610 mm,  Weather:T=24.2C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000749 mm, h = 0.000091, v = 0.000146 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_11,  -671.644664,  481.369334,  -145.790332,  6.350000,  6.350000,  06/14/23 10:14:07,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.009524 mm,  Weather:T=24.2C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000279 mm, h = 0.000102, v = 0.000190 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_12,  -625.045935,  479.524807,  -69.817974,  6.350000,  6.350000,  06/14/23 10:14:12,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.006894 mm,  Weather:T=24.2C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000399 mm, h = 0.000102, v = 0.000124 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_1,  -254.342262,  479.105925,  571.506214,  6.350000,  6.350000,  06/14/23 10:14:22,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.002815 mm,  Weather:T=24.2C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000320 mm, h = 0.000059, v = 0.000059 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_6,  -251.722121,  -483.882917,  573.574140,  6.350000,  6.350000,  06/14/23 10:14:29,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.009934 mm,  Weather:T=24.2C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000110 mm, h = 0.000242, v = 0.000172 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_5,  -208.806685,  -458.256357,  653.031251,  6.350000,  6.350000,  06/14/23 10:14:54,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.020602 mm,  Weather:T=24.2C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
Standpunkt 1,  Panel7,  PA7_4,  -209.547111,  -383.737652,  653.117120,  6.350000,  6.350000,  06/14/23 10:14:58,  ,  AT960-LR 750836,  Reflector 'T-Probe #238~#000266 (12.7 mm)' ADM Offset = 0.000000 mm,  Target 'T-Probe #238~#000266 (12.7 mm)',  RMS Error 0.013046 mm,  Weather:T=24.2C,P=973.4hPA(mbar),H=34.9%,  Fast Pt Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  Face 1. std components: d = 1000.000000 mm, h = 0.000000, v = 0.000000 deg. Level Compensation OFF
