// SpatialAnalyzer SA 2023.1.0525.4 ( x64 )  
// Punkte relativ zum Koordiantensystem '2023019::MUSE'
// 68.26% Vertrauensbereich (1.0 sigma)
// UNCERTAINTY: U-x,  U-y,  U-z
// AXES = CARTESIAN: X,  Y,  Z (mm)
// Collection,  Group,  Point,  X,  Y,  Z,  [Planar Offset],  [Radial Offset],  [HighTol-x],  [LowTol-x],  [HighTol-y],  [LowTol-y],  [HighTol-z],  [LowTol-z],  [HighTol-mag],  [LowTol-mag],  [U-x],  [U-y],  [U-z],  [U-mag],  [W-x],  [W-y],  [W-z],  [Timestamp],  [Notes],  [Most Recent Active Measurement Details]

2023019,  Positioniere Instr.1,  PIM1_9,  -2252.373270,  585.615847,  -1317.473697,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.022690,  0.024573,  0.022482,  0.040301,  ,  ,  ,  01/19/23 08:09:52,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.028063 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Precise Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=3.000000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000151 mm, h = 0.000173, v = 0.000266 deg. Level Compensation OFF
2023019,  Panel6 ST4,  PA6_10,  247.269418,  -483.112293,  583.341356,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010790,  0.010348,  0.012113,  0.019241,  ,  ,  ,  01/19/23 08:19:51,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.007485 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000182 mm, h = 0.000180, v = 0.000109 deg. Level Compensation OFF
2023019,  Panel6 ST4,  PA6_11,  209.422150,  -463.196547,  654.340488,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010681,  0.010128,  0.011902,  0.018929,  ,  ,  ,  01/19/23 08:19:56,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005140 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000143 mm, h = 0.000136, v = 0.000060 deg. Level Compensation OFF
2023019,  Panel6 ST4,  PA6_12,  209.375047,  -374.816425,  654.966118,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010608,  0.009962,  0.011873,  0.018781,  ,  ,  ,  01/19/23 08:20:02,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005171 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001122 mm, h = 0.000135, v = 0.000057 deg. Level Compensation OFF
2023019,  Panel6 ST4,  PA6_15,  174.605399,  -509.869595,  765.777960,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010543,  0.009912,  0.011574,  0.018530,  ,  ,  ,  01/19/23 08:20:13,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.003428 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000181 mm, h = 0.000088, v = 0.000051 deg. Level Compensation OFF
2023019,  Panel6 ST4,  PA6_16,  172.172584,  506.742680,  769.034144,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010422,  0.009596,  0.011513,  0.018255,  ,  ,  ,  01/19/23 08:20:22,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.008083 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.003210 mm, h = 0.000133, v = 0.000176 deg. Level Compensation OFF
2023019,  Panel13 ST4,  13-3,  208.257114,  -306.066730,  1388.184301,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.009363,  0.007391,  0.009090,  0.014998,  ,  ,  ,  01/19/23 08:22:42,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005460 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000095 mm, h = 0.000149, v = 0.000161 deg. Level Compensation OFF
2023019,  Panel13 ST4,  13-4,  208.764239,  303.828474,  1383.814016,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.009350,  0.007022,  0.009084,  0.014807,  ,  ,  ,  01/19/23 08:22:52,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005962 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.004418 mm, h = 0.000084, v = 0.000139 deg. Level Compensation OFF
2023019,  Calorimeter ST4,  EC-5,  173.740770,  168.642325,  1556.875276,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.009546,  0.006426,  0.008279,  0.014176,  ,  ,  ,  01/19/23 08:27:01,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.004068 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001484 mm, h = 0.000149, v = 0.000070 deg. Level Compensation OFF
2023019,  Calorimeter ST4,  EC-4,  114.468327,  168.650810,  1865.711151,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010058,  0.005937,  0.006842,  0.013536,  ,  ,  ,  01/19/23 08:27:57,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.003956 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001810 mm, h = 0.000123, v = 0.000112 deg. Level Compensation OFF
2023019,  Calorimeter ST4,  EC-7,  -77.024653,  169.277320,  1866.136667,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010675,  0.006785,  0.007395,  0.014652,  ,  ,  ,  01/19/23 08:28:11,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.003391 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000435 mm, h = 0.000108, v = 0.000086 deg. Level Compensation OFF
2023019,  Panel10 ST4,  10-8,  504.357927,  -448.271471,  1014.634518,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.008693,  0.008256,  0.010564,  0.015979,  ,  ,  ,  01/19/23 08:31:56,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.006468 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000239 mm, h = 0.000205, v = 0.000127 deg. Level Compensation OFF
2023019,  Panel10 ST4,  10-10,  514.692819,  -1278.253765,  995.934108,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010270,  0.011217,  0.011202,  0.018889,  ,  ,  ,  01/19/23 08:32:05,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.004744 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001550 mm, h = 0.000082, v = 0.000110 deg. Level Compensation OFF
2023019,  Panel10 ST4,  10-11,  816.879913,  -1278.977515,  479.761354,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.011408,  0.012092,  0.012726,  0.020936,  ,  ,  ,  01/19/23 08:32:13,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.005559 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001749 mm, h = 0.000143, v = 0.000055 deg. Level Compensation OFF
2023019,  Panel10 ST4,  10-06,  498.275222,  451.566966,  1020.570447,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.008581,  0.007831,  0.010551,  0.015693,  ,  ,  ,  01/19/23 08:32:34,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.003640 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000767 mm, h = 0.000099, v = 0.000089 deg. Level Compensation OFF
2023019,  Panel10 ST4,  10-07,  893.640611,  451.233729,  338.221738,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.010096,  0.010117,  0.012635,  0.019077,  ,  ,  ,  01/19/23 08:32:44,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.003792 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.001760 mm, h = 0.000084, v = 0.000043 deg. Level Compensation OFF
2023019,  Panel9 ST4 US,  9-5,  527.648942,  -1196.340924,  273.413864,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.012388,  0.012698,  0.013402,  0.022233,  ,  ,  ,  01/19/23 08:35:27,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.006629 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.002690 mm, h = 0.000120, v = 0.000090 deg. Level Compensation OFF
2023019,  Panel9 ST4 US,  9-7,  552.147981,  -1196.431197,  402.372689,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.011875,  0.012280,  0.012998,  0.021466,  ,  ,  ,  01/19/23 08:35:41,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.006328 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.002107 mm, h = 0.000069, v = 0.000129 deg. Level Compensation OFF
2023019,  Panel9 ST4 US,  9-8,  368.961868,  -1196.199499,  723.609611,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.011199,  0.011639,  0.012123,  0.020196,  ,  ,  ,  01/19/23 08:35:47,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.010556 mm,  Weather:T=18.4C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.002733 mm, h = 0.000205, v = 0.000201 deg. Level Compensation OFF
2023019,  Panel9 ST4 US2,  9-5,  527.633117,  -1196.332876,  273.505167,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.012388,  0.012697,  0.013402,  0.022233,  ,  ,  ,  01/19/23 08:39:13,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.010602 mm,  Weather:T=18.1C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.003480 mm, h = 0.000137, v = 0.000193 deg. Level Compensation OFF
2023019,  Panel9 ST4 US2,  9-7,  552.178579,  -1196.386082,  402.436760,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.011874,  0.012280,  0.012998,  0.021465,  ,  ,  ,  01/19/23 08:39:18,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.006581 mm,  Weather:T=18.1C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.002298 mm, h = 0.000139, v = 0.000086 deg. Level Compensation OFF
2023019,  Panel9 ST4 US2,  9-8,  369.116151,  -1196.165319,  723.731969,  6.350000,  6.350000,  ,  ,  ,  ,  ,  ,  ,  ,  0.011198,  0.011639,  0.012123,  0.020195,  ,  ,  ,  01/19/23 08:39:24,  ,  AT960-LR 750836,  Reflector 'RRR 0.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 0.5in',  RMS Error 0.004859 mm,  Weather:T=18.1C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000948 mm, h = 0.000108, v = 0.000085 deg. Level Compensation OFF
2023019,  Gestell ST4,  G3,  509.535827,  559.994492,  1913.287051,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.008105,  0.006467,  0.006115,  0.012037,  ,  ,  ,  01/19/23 09:42:55,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.001667 mm,  Weather:T=17.6C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000635 mm, h = 0.000085, v = 0.000054 deg. Level Compensation OFF
2023019,  Gestell ST4,  G4,  -388.282894,  506.055843,  1915.638159,  19.050000,  19.050000,  ,  ,  ,  ,  ,  ,  ,  ,  0.011562,  0.008643,  0.008636,  0.016822,  ,  ,  ,  01/19/23 09:43:05,  ,  AT960-LR 750836,  Reflector 'RRR 1.5in' ADM Offset = 0.000000 mm,  Target 'SMR: RRR 1.5in',  RMS Error 0.007184 mm,  Weather:T=17.6C,P=969.6hPA(mbar),H=19.8%,  Measure Time Discrete Point Fast Pt. To SA Parameters:,  Start Trigger= Taste/Verzögert,  Messverzögerung=0.000000,  Measure Time (Sec)=0.500000,  Punkte=1,  Lage I/II=Falsch,  std components: d = 0.000309 mm, h = 0.000137, v = 0.000197 deg. Level Compensation OFF
